1.593780918727903284e+01,9.906435762604033357e-01
7.242906574394350372e+00,9.829462301690663484e-01
2.233690851735003235e+01,9.761869096838410309e-01
-1.398019801980144861e+00,9.710265480785349457e-01
2.694246575342424421e+01,9.617488336092796519e-01
-1.390476190476150675e+00,9.557085607774751246e-01
-5.430225080385847392e+00,9.483774991110414110e-01
-1.038509316770112934e+00,9.400679771591575751e-01
-1.331468531468598782e+00,9.323905563157222076e-01
2.179020979021002447e+00,9.303414494788132538e-01
-4.188704318936851578e+00,9.278327903440918289e-01
2.874285714285696258e+01,9.235743485085159410e-01
9.714498141263597120e+00,9.127396797237462556e-01
1.093559322033870274e+01,8.975329866564508707e-01
2.307590759075930364e+00,8.833743635795724414e-01
-1.308641975308573846e+00,8.776507658770115183e-01
-1.194594594594521331e+00,8.707442959746047872e-01
-6.588235294117601448e+00,8.651025315568970919e-01
1.321565836298898233e+01,8.555525165904532825e-01
-4.897689768976833946e+00,8.517109881081574851e-01
1.069589041095876425e+01,8.473781036682880297e-01
4.603300330032933374e+00,8.434889219054039211e-01
-1.202919708029173140e+00,8.371023863439885915e-01
7.893040293040204602e+00,8.324274811834482257e-01
-1.336654804270538177e+00,8.225798116158520301e-01
-1.267605633802967313e+00,8.143945985111477048e-01
-1.014492753623101651e+00,8.083091835792730606e-01
-3.853696498054452135e+00,8.048407431564343906e-01
-7.271477663230070831e+00,7.916691765728661734e-01
1.018520900321542655e+01,7.880356801319788884e-01
5.193984962405908234e+00,7.836347942572791103e-01
-2.091803278688585621e+00,7.794143607696762954e-01
1.049090909090902457e+01,7.767687197972203972e-01
-1.006405693950131353e+00,7.731262911025730267e-01
-1.138461538461573275e+00,7.655097242034356597e-01
-3.070307167235556633e+00,7.603216580883471742e-01
-1.147540983606951448e+00,7.471311233614861269e-01
4.658064516128892052e+00,7.438508043942527737e-01
3.037037037036888876e+00,7.394008403087823922e-01
2.761690140845060881e+01,7.365963088713852747e-01
5.986206896551658829e+00,7.344631674668985477e-01
-6.725552050472849430e-01,7.327024814975473532e-01
1.350769230769209983e+01,7.274457078830941503e-01
-2.817266187050311288e+00,7.248314810529952190e-01
-4.250000000000150990e+00,7.179778456114062068e-01
-1.041114982578414727e+00,7.121854264055511585e-01
3.102341137123671189e+01,7.005302041227441379e-01
-1.332890365448705650e+00,6.933514182915476720e-01
2.265270758122693451e+01,6.834382086172970938e-01
-1.268217054263489851e+00,6.786027417800045702e-01
-2.198019801980155563e+00,6.765698827233228574e-01
-1.171530249110332766e+00,6.709773143300431508e-01
4.404353741496544217e+01,6.618471530230265465e-01
3.389090909090885617e+01,6.576904155906454497e-01
-1.346278317152049153e+00,6.537558917433271555e-01
3.931052631578969425e+01,6.420287743241130940e-01
6.567632508833941074e+01,6.310166554056142463e-01
-1.057777777777772243e+01,6.274299130569747085e-01
2.958823529411698416e+01,6.187066633388536019e-01
-9.818181818176476838e-01,5.925463585563559565e-01
-1.295049504950801955e+00,5.850682325075677870e-01
6.750750750745488915e-01,5.757235929342190417e-01
1.856986301369844483e+01,5.724511401800828070e-01
6.850000000000012079e+00,5.703939184336866974e-01
6.574592833876291564e+00,5.648875710641093617e-01
1.034186851211065061e+01,5.633643557263056101e-01
3.434657980456008630e+01,5.604423188527710709e-01
-1.257142857143163761e+00,5.523189000825343697e-01
-1.064935064935132125e+00,5.432799625912865249e-01
1.488372093023249221e+01,5.419233912758394389e-01
1.502857142857099149e+01,5.356730892584988801e-01
3.870588235294039947e+00,5.306611048494974670e-01
4.848311688311643053e+01,5.229693545395039944e-01
8.213166144200609864e+00,5.216634988590508337e-01
-1.242384105960374630e+00,5.154921867887949372e-01
-1.291803278688443024e+00,5.115379426133119800e-01
2.363356643356634379e+01,5.073602744464892345e-01
2.318032786885235197e+01,5.053347857507580754e-01
-9.132155477031757229e+00,5.032167247875191096e-01
4.382560553633186373e+01,4.982592115154725887e-01
1.690140845071042008e-01,4.960219707669666911e-01
-1.166555183946469176e+00,4.946349825879159390e-01
6.872354948805433850e+00,4.879043568533780739e-01
2.599999999999958078e+01,4.825665537757468648e-01
4.131543624161022166e+01,4.770485518297069016e-01
-5.814432989690327958e-01,4.757146175662749221e-01
-1.230976430976410629e+00,4.727741647357625032e-01
1.327003367003365142e+01,4.715464871949787140e-01
6.411830985915482017e+01,4.662011164742086433e-01
8.713220338983089164e+01,4.593977471696493731e-01
-1.379591836734704202e+00,4.545536081350179392e-01
5.157722419928750668e+01,4.419136258091665992e-01
8.668551236749106437e+00,4.408542518948680433e-01
3.558644067796587507e+01,4.380416539646849738e-01
-1.312852664576669381e+00,4.331194002708569912e-01
-1.397923875432489416e+00,4.292386213280136031e-01
-7.522433460076836553e+00,4.158445057190772731e-01
2.521924398625412778e+01,4.134394686819121700e-01
2.162684563758315903e+01,4.060231635193823352e-01
8.492307692307655032e+00,4.050903367631837337e-01
-1.049444444444440450e+01,4.025864216355755643e-01
3.169230769230813038e+00,4.008188445215339901e-01
2.917124183006496452e+01,3.952857301590950168e-01
-3.635294117647200451e+00,3.922927965152501750e-01
1.540346820809235950e+01,3.891279017448296407e-01
1.251119133574000841e+01,3.874581607948507922e-01
6.530109890109903859e+01,3.851787744770300836e-01
9.461160409557064099e+01,3.699269507227775922e-01
-1.386833855799417092e+00,3.671994590767289068e-01
3.704290429042620403e+00,3.645285302288282514e-01
-1.337579617834418810e+00,3.618046573482808781e-01
-1.107692307692228928e+00,3.592088900015571462e-01
-1.274820143885661006e+00,3.507953133406032098e-01
-7.566433566433971691e+00,3.452269754057381568e-01
1.090148409894009234e+02,3.363999587075268138e-01
-1.134328358210012544e+00,3.258050528961543013e-01
2.053691275167733465e+01,3.217576364169841274e-01
-1.254794520547827696e+00,3.178240618853159227e-01
4.298823529411747302e+01,3.164286384236953409e-01
-1.147368421052661125e+00,3.127165393416095340e-01
2.096744186046485936e+01,3.096977029932913017e-01
